state,18_and_over_population_male,18_and_over_population_female,"20_to_24_years	",25_to_34_years,"35_to_44_years	","45_to_54_years	",55_to_59_years,"60_to_64_years	",65_to_74_years,75_to_84_years,"85_years_and_over	","median_age(years)	",state_id,congressional_district,year
 Alabama,47.3,52.7,6,12.8,11.9,13.1,6.9,6.7,10.2,5,1.9,39.6,1,1,2016
 Alabama,48,52,6.7,13.7,12,13.4,7.1,5.8,9.6,4.9,1.6,38.2,1,2,2016
 Alabama,47.6,52.4,8.1,12.6,12.2,13.3,6.7,6.3,9.3,4.5,1.6,38.3,1,3,2016
 Alabama,48.3,51.7,5.6,12,12.1,13.8,7.2,6.2,10.8,5.4,1.6,40.7,1,4,2016
 Pennsylvania,44.4,55.6,9.1,18.6,11.2,11.4,6.3,5.7,7.9,4.1,2,34.1,42,2,2016
 Pennsylvania,48.9,51.1,6.1,12,10.8,14.3,7.9,7.2,10.5,5.4,2.8,43.3,42,3,2016
 Pennsylvania,48.4,51.6,6.1,12.7,11.9,14.2,7.5,6.4,9.6,5,2.4,40.8,42,4,2016
 Pennsylvania,51.4,48.6,8.1,11.8,11.2,13,6.9,7.4,10.1,5.4,2.5,40.6,42,5,2016
 Pennsylvania,48.3,51.7,6.3,12.2,11.6,14.8,8.1,6.2,8.8,4.7,2.2,40.8,42,6,2016
 Pennsylvania,48.4,51.6,5.8,10.8,11.8,14.5,7.4,7,9.6,5.7,2.6,42.6,42,7,2016
 Pennsylvania,48.7,51.3,5.8,11,11.8,15.1,8.1,7.4,10.1,5.1,2.6,43.6,42,8,2016
 Pennsylvania,48.7,51.3,6.4,11.1,11.3,13.3,7.8,7.4,11,5.9,2.8,43.5,42,9,2016
 Pennsylvania,49.8,50.2,6,11,10.9,14.1,7.8,6.9,11.4,5.6,2.7,43.8,42,10,2016
 Pennsylvania,49,51,6.1,12,11.3,14.2,7.9,6.9,10.5,5.1,2.7,42.5,42,11,2016
 Pennsylvania,48.5,51.5,4.9,11.2,11.4,14,8.1,7.7,11.1,6.2,3.1,45.2,42,12,2016
 Pennsylvania,46.9,53.1,6.4,14.6,12.4,13,6.7,6.1,8.6,4.4,2.6,37.7,42,13,2016
 Pennsylvania,47.5,52.5,8.2,17.7,10.4,12,7.6,6.8,9.3,5,2.8,38.4,42,14,2016
 Pennsylvania,48.6,51.4,6.6,12.3,12.3,13.3,7,6.7,9.7,5,2.6,40.3,42,15,2016
 Pennsylvania,48.4,51.6,6.8,13,11.7,13,6.5,6,8.8,4.7,2.5,37.6,42,16,2016
 Pennsylvania,48.5,51.5,4.9,11.6,12.1,13.9,7.8,7.4,11,5.9,3.3,44.4,42,18,2016
 Rhode Island,48,52,7.1,14.3,11.6,13.4,7.5,6.5,8.4,4.7,2.5,38.9,44,1,2016
 South Carolina,46.8,53.2,5.2,11.9,11.8,12.7,7.4,7.4,12.7,5.5,1.9,43,45,7,2016
 South Carolina,47.7,52.3,6.5,12.9,12.9,13.6,6.7,6.7,9.5,4,1.7,38.9,45,2,2016
 South Carolina,48.2,51.8,7,12.2,11.5,12.9,7.1,6.4,10.6,5.2,1.9,39.5,45,3,2016
 South Carolina,47.8,52.2,6.1,11.9,12.9,14,6.7,6.7,9.9,4.7,1.5,40.3,45,5,2016
 Tennessee,48,52,7.6,12.6,12,13.6,6.6,6.7,10.3,5.1,2,40,47,2,2016
 Tennessee,48.2,51.8,6,12.4,12.4,13.6,7.3,7,10.4,5.6,2,41.7,47,3,2016
 Tennessee,47.6,52.4,7.4,18.8,13.7,12.5,6.3,5.4,7.2,3.4,1.3,34.8,47,5,2016
 Tennessee,48.7,51.3,6.3,12.6,13.1,13.8,6.3,6,8.7,4.4,1.3,37.7,47,7,2016
 Tennessee,47.7,52.3,5.9,11.2,12.4,14,6.9,6.8,10.3,5,1.9,40.7,47,8,2016
