state,white,black_or_african_american,american_indian_and_alaska_native,asian,native_hawaiian_and_other_pacific-islander,hispanic_or_latino_any_race,state_id,congressional_district,year
 North Carolina,90.5,4.4,1.2,0.8,0,4.4,37,11,2008
 North Carolina,44.7,44.5,0.5,3.4,0,10.3,37,12,2008
 North Carolina,62.8,27.3,0.3,2.4,0.1,9.6,37,13,2008
 North Dakota,91,1,5.3,0.8,0,2,38,0,2008
 Ohio,66.8,29.3,0.1,1.3,0,2,39,1,2008
 Ohio,91.9,5,0.1,1.7,0,1.6,39,2,2008
 Ohio,80,15.8,0.2,1.6,0,1.6,39,3,2008
 Ohio,91.8,4.8,0.3,0.6,0,1.6,39,4,2008
 Ohio,95.4,1.2,0.3,0.6,0,4.6,39,5,2008
 Ohio,94.8,2.5,0.1,0.8,0.1,0.7,39,6,2008
 Ohio,86.7,9.1,0.2,1.1,0,1.9,39,7,2008
 Ohio,89.8,6.3,0.1,1.6,0,2.2,39,8,2008
 Ohio,81,14.4,0.1,1.3,0,4.7,39,9,2008
 Ohio,87.3,7.5,0.2,2.2,0,7.1,39,10,2008
 Ohio,37.2,58.8,0.2,2.1,0,2.3,39,11,2008
 Ohio,71.9,21,0.1,3.8,0,2.5,39,12,2008
 Ohio,83,11.5,0.3,1.5,0,4.2,39,13,2008
 Ohio,93.3,3.2,0.1,1.6,0,2,39,14,2008
 Ohio,84.2,8.5,0.3,3.7,0,4.4,39,15,2008
 Ohio,92.3,4.6,0.2,0.6,0.1,1.2,39,16,2008
 Ohio,84.2,12.1,0.2,1,0,2.1,39,17,2008
 Ohio,95.9,1.8,0.1,0.2,0,0.7,39,18,2008
 Oklahoma,76.5,9,4.5,1.8,0.1,8.7,40,1,2008
 Oklahoma,71,4,13.5,0.4,0,4,40,2,2008
 Oklahoma,81.6,3.5,5.9,1.1,0.2,7,40,3,2008
 Oklahoma,79.4,6.4,5.1,2,0.1,6.1,40,4,2008
 Oklahoma,70.6,12.6,3.6,3.1,0,12.4,40,5,2008
