state,white,black_or_african_american,american_indian_and_alaska_native,asian,native_hawaiian_and_other_pacific-islander,hispanic_or_latino_any_race,state_id,congressional_district,year
 Virginia,77.9,10.6,0.4,1.8,0,6.6,51,6,2020
 Virginia,64.7,16.9,0.4,5.7,0.1,9,51,7,2020
 Virginia,51.1,13.6,0.8,12.5,0.1,20,51,8,2020
 Virginia,87.4,5.3,0.2,1.7,0,2.9,51,9,2020
 Virginia,57.9,6.8,0.4,17.1,0.1,14.9,51,10,2020
 Virginia,44,13.5,0.6,19.5,0.1,20.1,51,11,2020
 Washington,68.5,1.6,1.3,14.1,0.3,9.8,53,1,2020
 Washington,68.2,3.5,1.6,9.6,0.7,12.2,53,2,2020
 Washington,77.8,1.7,1.2,3.6,0.8,11.1,53,3,2020
 Washington,57.2,1,3.2,1.8,0.2,40.7,53,4,2020
 Washington,81.5,1.8,1.9,2.4,0.6,7.5,53,5,2020
 Washington,74.8,3.6,2.4,4.3,0.8,8.7,53,6,2020
 Washington,65.3,4.8,0.7,14.2,0.4,9.2,53,7,2020
 Washington,67.1,3.2,1.2,10.9,0.9,12.5,53,8,2020
 Washington,42.3,11.7,0.9,26,1.5,13.3,53,9,2020
 Washington,63.7,6.7,1.6,7.3,2.2,13,53,10,2020
 West Virginia,90.8,2.6,0.2,1,0,1.8,54,1,2020
 West Virginia,87.6,4.6,0.2,0.9,0,2.8,54,2,2020
 West Virginia,91.2,3.7,0.2,0.6,0,1.2,54,3,2020
 Wisconsin,79.9,5.8,0.4,2,0,11,55,1,2020
 Wisconsin,80,4.7,0.5,4.7,0,7.5,55,2,2020
 Wisconsin,90.1,1.3,0.8,2.3,0,3.3,55,3,2020
 Wisconsin,42.7,33.6,0.9,5,0,18.4,55,4,2020
 Wisconsin,85.6,2.5,0.4,3.1,0,7,55,5,2020
 Wisconsin,87.5,2.3,0.5,2.7,0,5.5,55,6,2020
 Wisconsin,90.2,0.8,2.1,1.6,0,2.6,55,7,2020
 Wisconsin,85.2,1.7,2.6,2.3,0,6.1,55,8,2020
 Wyoming,84.7,0.9,2.4,0.9,0.1,10.2,56,0,2020
 Puerto Rico,17.1,7,0.5,0.1,0,98.9,72,98,2020
