state,18_and_over_population_male,18_and_over_population_female,"20_to_24_years	",25_to_29_years,30_to_34_years,35_to_39_years,40_to_44_years,"45_to_49_years	","50_to_54_years	","55_to_59_years	",60_to_64_years,65_to_69_years,70_to_74_years,75_to_79_years,80_to_84_years,85_years_and_over,median_age(years),state_id,congressional_district,year
 Alabama,76.4,78.9,6.2,6,6,6.1,5.9,6.1,6.2,6.9,7,6.2,5.2,3.5,2.2,1.8,40.8,1,1,2020
 Alabama,76.5,79.1,6.3,6.2,6.3,6.3,6,6.3,6.3,6.9,6.7,5.8,4.9,3.3,2.1,1.9,40.1,1,2,2020
 Alabama,77.2,79.6,8.2,6.2,6,6,5.8,6.2,6.3,6.7,6.6,5.7,4.8,3.1,1.9,1.6,39,1,3,2020
 Alabama,76.2,78.3,5.7,5.7,5.8,5.8,6,6.4,6.6,7,6.8,6,5.3,3.6,2.3,1.8,41.3,1,4,2020
 Alabama,77.3,79.2,6.8,6.4,6.3,6.3,5.9,6.2,6.6,7.3,6.7,5.4,4.5,3.1,2.1,1.8,39.7,1,5,2020
 Alabama,76.1,78.5,6.3,6.3,6.5,6.6,6.5,6.6,6.3,6.5,6.3,5.5,4.5,3,1.9,1.9,39.3,1,6,2020
 Alabama,77.1,80.5,8.9,6.9,6.4,5.9,5.6,5.7,5.7,6.5,6.8,5.9,4.4,2.7,1.8,1.7,37.3,1,7,2020
 Alaska,75.7,75.3,6.7,7.5,7.8,7.4,6.1,5.7,5.9,6.6,6.4,5.3,3.6,2.1,1.1,0.9,35.6,2,0,2020
 Arizona,76.3,77.5,6.6,5.7,5.9,5.8,5.4,5.3,5.4,6.2,6.8,6.7,5.9,3.9,2.3,1.7,39.7,4,1,2020
 Arizona,80.1,81.5,6.1,6.5,6.3,6,5.4,5.3,5.6,6.5,7.2,7.1,6.5,4.6,2.9,2.7,43.3,4,2,2020
 Arizona,73.3,74.4,8.1,7.3,6.9,6.4,5.9,5.8,5.6,5.7,5.4,4.7,3.7,2.3,1.4,1.1,33.6,4,3,2020
 Arizona,81,81.4,4.6,4.8,5.2,5.2,4.8,5,5.5,7,8.3,8.8,8.3,5.9,3.4,2.4,49.6,4,4,2020
 Arizona,73.5,75.9,5.6,5.4,5.9,6.6,6.6,6.8,6.2,6.1,5.6,5,4.7,3.4,2.1,1.9,39,4,5,2020
