State,Year,Candidate,Total Votes,GDP,Personal Income,Total Employment,Average Sentiment Score
Maine,2016,Democrat,9,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,6,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,21,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,19,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,16,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,6,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,6,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,20,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,12,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,9,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,7,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,6,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,29,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,13,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,13,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,6,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,7,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,11,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,7,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,11,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,8,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,8,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,6,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,7,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,7,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,6,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,6,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,22,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,15,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,7,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,45,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,28,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,6,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,12,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,8,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,7,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,8,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,6,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,6,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,8,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,6,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,9,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,8,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,8,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,8,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,7,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,8,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,16,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,12,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,15,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,6,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,20,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,9,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,7,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,5,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,8,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,190,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,86,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,11,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,8,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,1,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,2,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,0,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,8,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,4,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,6,61092,59286,826729,0.3640820575295926
Maine,2016,Democrat,3,61092,59286,826729,0.3640820575295926
