Compound,Positive,Negative,Neutral
24.0,24.0,24.0,24.0
0.2533958333333333,0.108875,0.030166666666666665,0.8608750000000001
0.48046057475606413,0.1033181294331504,0.047987015151897155,0.09606533668833665
-0.7615,0.0,0.0,0.686
0.0,0.018750000000000003,0.0,0.81375
0.3506,0.0905,0.0,0.871
0.5645249999999999,0.1775,0.052500000000000005,0.91625
0.9713,0.314,0.158,1.0
